Star,Age,Birthplace,Height,Weight,Gender,Ethnicity,Cost
Little Candy,31,Russia,147,None,None,None,590114.0
Little Caprice,None,None,170,48,Female,Middle Eastern,81.6
Littlesubgirl,None,None,160,44,Female,Asian,11.6
Liv Revamped,None,None,152,48,Female,Latin,20.0
Liv Wild,25,Panama,157,52,None,None,7830952.0
Liv Wylder,45,United States of America,163,45,None,None,1766556.0
Liya Silver,None,None,163,None,Female,White,42.8
liz honey,39,Hungary,165,50,None,None,390625.6
Liz Rainbow,None,None,170,57,Female,White,55.8
Liz Vicious,None,None,160,52,Female,White,17.4
Liza Del Sierra,38,France,163,53,None,None,9540980.8
Liza Harper,47,France,168,51,None,None,751401.8
Liza Rowe,27,United States of America,163,55,None,None,28669086.0
Liza Shay,None,None,165,55,Female,White,17.8
Lizi Vogue,None,None,None,None,None,None,2066847.6
Lizz Tayler,33,United States of America,165,55,None,None,15488561.2
Lizzie Tucker,31,United States of America,173,61,None,None,1556878.4
Lloyd Platinum,None,United States of America,180,77,None,None,1016433.2
Logan Cross,None,United States of America,168,63,None,None,2962725.0
Logan Long,None,None,183,70,Male,White,152.0
Logan Pierce,None,None,173,64,Male,White,171.0
Logan Stevens,None,None,185,91,Male,White,19.2
Lois Ayres,60,United States of America,168,None,None,None,184662.2
Lola,47,United States of America,170,59,None,None,1175415.2
Lola Fae,None,None,150,39,Female,White,27.8
Lola Foxx,32,United States of America,152,50,None,None,13574162.2
Lola Hunter,27,United States of America,165,42,None,None,2300791.0
Lola Lane,52,United States of America,155,57,None,None,2448909.8
Lola Leda,None,None,160,50,Female,White,20.4
Lola Marie,None,None,157,55,Female,Black,66.2
Lola Myluv,None,None,155,46,Female,White,44.6
Lola Rae,None,None,157,49,Female,White,9.6
Lola Reve,31,France,165,48,None,None,2846857.8
Lola Taylor,None,None,163,50,Female,White,136.6
Lolah Vibe,32,Brazil,168,55,None,None,1432551.6
Lolly Ink,40,United States of America,165,49,None,None,3924150.6
London Keyes,None,None,163,54,Female,White,185.4
London Reigns,33,United States of America,168,54,None,None,363267.0
London River,None,None,170,64,Female,White,163.4
loni,None,None,152,50,Female,White,47.4
Loni Evans,33,Canada,157,47,None,None,526102.4
Loni Legend,28,United States of America,152,48,None,None,3038467.4
Loona Luxx,44,France,163,50,None,None,562797.6
Lorelai Givemore,None,None,None,None,None,None,142901.0
Lorelei Lee,42,United States of America,165,57,None,None,3199078.6
Loren Minardi,None,None,178,61,Female,White,24.4
Lorena Garcia,37,Spain,173,55,None,None,4600717.8
Lorena Sanchez,37,United States of America,160,55,None,None,1597978.4
Lorena Zavala,None,None,163,47,Female,Latin,3.2
Lori Alexia,43,Barbados,157,48,None,None,4305501.6
Loserlexxx,None,None,160,61,Female,White,21.6
Lotus Lain,None,None,170,59,Female,Black,6.6
Lou Charmelle,None,None,160,49,Female,White,23.4
Lou Nesbit,None,None,160,46,Female,White,169.8
Louisa Lanewood,38,United States of America,168,52,None,None,154304.2
Louise Jenson,33,England,165,50,None,None,1730163.6
Louise Lee,None,United Kingdom,None,None,None,None,827733.4
Loulou,None,None,155,48,Female,White,21.4
Loupan,None,None,175,None,Male,Latin,83.2
Lourdes Noir,None,None,175,59,Female,White,69.8
Lovenia Lux,None,None,175,55,Female,White,69.2
Lovette,50,United States of America,157,59,None,None,163441.8
Lovita Fate,27,Czech Republic,160,52,None,None,10587448.8
Loz Lorrimar,None,None,None,None,None,None,144335.4
Luca Bella,None,None,None,None,None,None,671352.8
Luca Ferrero,None,None,180,65,Male,White,195.8
Lucas Frost,None,None,180,75,Male,White,114.0
lucas stone,45,United States of America,196,109,None,None,595993.8
Lucette Nice,None,Hungary,None,None,None,None,1275840.2
Luci Power,None,None,168,66,Female,None,5.6
Lucia Denvile,31,Slovakia,163,54,None,None,5388773.4
Lucia Fernandez,31,Spain,165,56,None,None,4912071.8
Lucia Love,38,United Kingdom,165,60,None,None,6768270.2
Lucia Nieto,29,Spain,168,53,None,None,7582023.4
Lucianna Karel,31,Slovakia,163,50,None,None,4901689.4
Lucie Cline,25,United States of America,150,46,None,None,11285678.6
Luciferxxx,None,None,175,91,Male,Latin,59.6
Lucky Lutro,None,None,None,None,Male,White,31.4
Lucky Starr,51,United States of America,152,46,None,None,4018560.2
Lucy,39,Czech Republic,165,None,None,None,1068087.4
Lucy Alexandra,None,None,None,None,Female,None,5.0
Lucy Bell,35,Czech Republic,168,50,None,None,1271371.8
Lucy Belle,37,Romania,168,None,None,None,3356570.0
Lucy Doll,None,None,160,45,Female,White,81.2
lucy fire,None,None,163,54,Female,White,3.6
Lucy Heart,None,None,170,60,Female,White,90.2
Lucy Lee,41,United States of America,165,50,None,None,2972506.4
Lucy Li,29,Czech Republic,170,52,None,None,22319736.6
Lucy Love,37,Hungary,157,50,None,None,1875683.4
Lucy Thai,39,United States of America,155,41,None,None,1462802.0
Lucy Tyler,29,United States of America,157,55,None,None,6370083.8
Lucy von Trapp,None,None,183,77,Female,White,7.0
Lucy Zara,44,United Kingdom,170,51,None,None,359676.0
Luissa Rosso,40,Germany,170,59,None,None,353023.8
Luke Desmond,None,United Kingdom,178,61,None,None,141746.2
Luke Hardy,None,None,185,101,Male,White,68.8
Luke Hotrod,None,England,None,None,None,None,2966983.4
Luke Hudson,None,None,170,None,Trans Man,White,31.2
Luke Riggs,None,None,None,None,Male,None,79.0
Lullu Gun,None,None,152,45,Female,White,34.8
Lulu Chu,None,None,152,43,Female,Asian,66.4
Lulu Jung,34,Czech Republic,155,49,None,None,1490507.6
Lulu Martinez,37,Hungary,165,None,None,None,995282.8
Luna C. Kitsuen,31,United States of America,168,52,None,None,679415.0
Luna Dark,44,Italy,165,55,None,None,1121386.0
Luna Frost,None,None,145,46,Female,White,56.8
Luna Leve,None,None,155,54,Female,Latin,2.8
Luna Love,None,None,157,54,Female,White,8.8
Luna Lovely,None,None,157,41,Female,Middle Eastern,77.6
Luna Oara,28,Italy,165,50,None,None,637830.2
Luna Rival,None,None,155,45,Female,White,21.2
Luna Star,None,None,163,51,Female,Latin,85.2
Luscious Lopez,None,None,165,59,Female,Latin,27.4
Lux Kassidy,38,United States of America,170,55,None,None,591135.0
Lux Lives,None,None,None,None,Female,None,2.0
Lya Missy,23,Spain,155,45,None,None,5385148.4
Lya Pink,44,United States of America,163,50,None,None,767526.2
Lyen Parker,31,Hungary,170,50,None,None,2296924.4
Lyla Everwettt,None,None,157,105,Female,White,13.8
Lyla Lei,40,United States of America,152,45,None,None,2047436.0
Lyla Storm,33,United States of America,173,55,None,None,5921521.0
lylith lavey,36,United States of America,163,54,None,None,2633767.2
Lynn Love,35,United States of America,163,52,None,None,780851.4
Lynn Vega,None,None,170,57,Female,White,9.8
Lynna Nilsson,38,Sweden,173,54,None,None,728821.8
Lyra Law,31,United States of America,170,52,None,None,39830846.4
Lyra Lockhart,None,None,152,52,Female,White,98.2
Macana Man,None,None,None,None,None,None,1592918.0
Maci May,30,United States of America,163,59,None,None,414693.4
Maci Winslett,31,United States of America,157,45,None,None,3867381.4
Mackenzee Pierce,35,United States of America,165,54,None,None,2904534.4
Mackenzie Mace,None,None,160,53,Female,White,20.2
Macy Cartel,None,None,173,66,Female,White,194.8
Madame Amiee Cambridge,None,None,175,64,Female,White,26.8
Maddy Oreilly,None,None,170,58,Female,White,36.8
Maddy Rose,27,None,160,43,None,None,10234133.8
Madeincanarias,None,None,155,46,Couple,White,135.0
Madelyn Marie,36,United States of America,170,57,None,None,4213959.0
Madelyn Monroe,31,United States of America,168,55,None,None,20177951.4
Madi Meadows,None,None,170,55,Female,White,15.4
Madison Chandler,31,United States of America,157,45,None,None,5593892.6
Madison Ivy,None,None,150,40,Female,White,105.0
Madison Lush,None,Russia,None,None,None,None,571308.2
Madison Parker,34,Hungary,160,51,None,None,4252275.8
Madison Rose,36,United States of America,178,68,None,None,2229253.8
Madison Scott,35,United States of America,155,41,None,None,3307307.8
Madison Young,43,United States of America,157,56,None,None,867490.8
Madlin Moon,None,None,163,52,Female,White,33.6
Mae Meyers,31,United States of America,155,45,None,None,1711893.8
Mae Olsen,31,United States of America,152,None,None,None,1981598.4
mae victoria,54,Canada,152,50,None,None,1958581.6
Magdalene St Michaels,66,United Kingdom,173,66,None,None,4802976.6
Maggie Green,None,None,168,68,Female,White,102.4
Maggie Star,39,None,None,None,None,None,386000.4
mahina zaltana,None,None,157,55,Female,Other,11.2
Mahogany Bliss,None,None,None,None,None,None,675804.4
Mai Bailey,38,Russia,175,54,None,None,817732.0
Mai Ly,35,United States of America,163,52,None,None,750798.0
Maia Davis,31,United States of America,160,45,None,None,1473149.4
Maitland Ward,None,None,178,59,Female,White,102.4
Maitresse Madeline,46,United States of America,173,56,None,None,1186796.6
Makayla Cox,None,None,170,59,Female,White,113.2
Maki Hojo,45,Japan,168,50,None,None,5024470.4
Malena La Pugliese,40,Italy,168,53,None,None,6843943.2
Malena Morgan,32,United States of America,173,54,None,None,40061148.6
malibu,43,United States of America,160,48,None,None,376783.0
Mandi McGraw,83,United States of America,173,67,None,None,612092.4
Mandingo,48,United States of America,170,None,None,None,67605394.2
Mandy Bright,None,None,178,59,Female,White,18.4
Mandy Dee,35,Russia,168,52,None,None,2797198.2
Mandy Flores,None,None,163,53,Female,White,74.8
mandy fox,37,United States of America,173,61,None,None,248858.6
Mandy Majestic,None,None,165,145,Female,White,18.2
Mandy Mitchell,None,None,188,63,Trans Woman,White,108.8
Mandy More,None,None,None,None,None,None,23030.4
Mandy Muse,29,United States of America,160,55,None,None,68209295.6
Mandy Sky,41,United States of America,165,50,None,None,9447175.4
Mandy Sweet,45,None,170,61,None,None,1104714.4
Manu Swan,None,None,180,72,Couple,White,90.4
Manuel Ferrara,None,None,183,85,Male,White,2.2
Manuel Skye,None,None,173,82,Male,White,58.2
Mara Martinez,None,None,160,50,Female,Other,20.8
Marc Angelo,None,Canada,183,117,None,None,254690.8
Marc Cummings,57,United States of America,None,None,None,None,822789.2
Marc Rose,None,None,None,None,Male,White,196.2
Marcela Ramos,None,None,None,None,None,None,222371.2
Marcello Bravo,None,None,178,35,Male,Middle Eastern,45.6
Marco Banderas,None,None,188,91,Male,Latin,73.8
Marco Ducati,None,None,175,87,None,None,1725094.4
Marco Rivera,41,Cuba,185,79,None,None,16644669.6
Marcus London,None,None,170,80,Male,White,70.2
Marcy Diamond,None,None,160,68,Female,White,21.2
Margarita C Peachy,29,Russia,168,None,None,None,1889368.2
Margo Sullivan,63,United States of America,163,55,None,None,1156324.0
Maria Bellucci,46,Hungary,170,59,None,None,2488380.0
Maria Bose,None,Spain,160,None,None,None,1126101.2
Maria Jade,None,None,157,61,Female,White,6.0
Maria Marley,None,None,None,None,None,None,1062235.6
Maria Ozawa,37,Japan,163,48,None,None,5765111.4
Maria Pie,None,None,178,55,Female,White,104.2
Mariah Madysinn,37,United States of America,163,50,None,None,1291046.8
mariah milano,None,None,165,58,Female,Latin,48.2
Marica Chanelle,None,None,175,60,Female,White,47.6
Marica Hase,None,None,157,45,Female,Asian,25.0
Marie Clarence,33,France,170,64,None,None,738501.0
Marie Leone,30,United States of America,157,64,None,None,641373.8
Marie Luv,None,None,173,61,Female,Black,42.8
marie madison,None,None,180,54,Couple,White,9.4
Marie Mccray,None,None,160,45,Female,White,188.4
Marilyn Chambers,71,United States of America,170,64,None,None,709516.0
Marilyn Mansion,25,United States of America,163,51,None,None,3617398.8
Marilyn Mayson,None,None,163,122,Female,White,17.2
Marina Angel,28,United States of America,160,50,None,None,9083272.8
Marina Beaulieu,63,France,160,50,None,None,3908231.4
Marina Maya,None,None,165,59,Female,Indian,68.2
Marina Montana,57,Germany,173,66,None,None,860130.8
Marina Visconti Real,None,None,157,58,Female,White,146.6
Mariska X,None,None,173,55,Female,Latin,33.4
Marissa Minx,None,None,170,67,Trans Woman,White,15.8
Mark Anthony,53,United States of America,178,77,None,None,4353157.6
Mark Ashley,54,Canada,183,84,None,None,23463427.4
Mark Davis,58,United Kingdom,185,102,None,None,5134313.0
Mark Long,None,United States of America,185,None,None,None,5966110.2
Mark Wood,None,None,191,91,Male,White,57.2
Mark Zane,None,None,None,None,None,None,2893480.0
Markie More,31,United States of America,173,None,None,None,9640735.4
Markus Dupree,35,Russia,178,80,None,None,229583754.6
Marlen Doll,None,None,163,65,Female,Latin,3.2
Marley Brinx,None,None,165,48,Female,White,41.2
marley mason,35,United States of America,180,68,None,None,887050.8
Marley Moore,None,None,173,109,Female,Black,21.0
Marry Queen,32,Czech Republic,163,56,None,None,30669215.6
Marta La Croft,33,Spain,170,56,None,None,13761524.2
Martin Gun,None,Slovakia,183,90,None,None,16718377.4
Martina Gold,38,Italy,170,None,None,None,1755963.2
Maru Karv,None,None,157,54,Couple,White,26.0
Mary Anne,37,United States of America,160,52,None,None,294759.8
mary carey,43,United States of America,175,59,None,None,906306.2
Mary Haze,None,None,170,53,Female,White,28.4
Mary Jane,40,United States of America,165,52,None,None,2209153.2
Mary Jane Mayhem,29,United States of America,163,53,None,None,326793.4
Mary Jane Mmayhem,29,United States of America,160,49,None,None,7445380.8
Mary Jean,None,None,165,53,Female,Latin,8.8
Mary Kalisy,32,Russia,170,56,None,None,4002326.0
Mary Moody,None,None,165,59,Female,White,123.8
Mary Rider,None,None,None,None,Female,White,19.0
Mary Rock,None,None,168,None,Female,White,33.0
Mary Wet,None,None,163,50,Female,White,60.6
Maryjane Johnson,30,United States of America,157,50,None,None,6531157.4
Marykate Moss,None,None,163,45,Female,White,22.2
Maserati,37,Jamaica,163,68,None,None,19356071.8
Mason Moore,38,United States of America,165,None,None,None,8268182.6
Mason Storm,49,United States of America,145,55,None,None,1028760.8
Matheus Axell,None,None,None,None,None,None,1474147.6
matt bird,None,Hungary,None,None,None,None,10590217.2
Matt Ice,31,Czech Republic,175,None,None,None,6751469.8
Matthias Christ,None,None,183,75,Male,White,54.4
Mattie Borders,28,United States of America,152,45,None,None,4114690.8
Max Adonis,None,None,183,84,Male,White,2.2
Max Cameron,None,None,None,None,None,None,745247.8
Max Cortes,None,None,None,None,None,None,6383738.8
Max Deeds,None,United Kingdom,None,None,None,None,7897684.6
Max Dior,34,Czech Republic,180,75,None,None,39890121.0
Max Felicitas,None,None,178,69,Male,White,100.8
Max Konnor,None,None,160,None,Male,Black,49.8
Max Lorde,None,None,183,79,Male,White,10.4
Max Magnummann,None,None,183,52,Male,White,23.2
Max Mikita,49,United States of America,170,59,None,None,573573.8
Max Spade,None,None,175,75,Male,White,8.8
Maxim Law,30,United States of America,170,56,None,None,3558948.0
Maximo Raw,None,None,188,95,Male,Latin,128.4
maxine x,None,None,157,55,Female,Asian,7.4
Maxx Stoner,None,None,183,66,Male,None,5.2
May Thai,None,None,160,50,Female,White,21.4
maya,40,Russia,163,None,None,None,1563583.6
Maya Bijou,None,None,152,45,Female,Latin,34.4
maya gates,37,Romania,163,50,None,None,1461538.2
Maya Hills,36,Russia,170,55,None,None,2015496.0
Maya Kendrick,None,None,178,57,Female,White,10.2
Maya Morena,30,Honduras,160,55,None,None,2994249.4
Maya Sinstress,None,None,168,64,Female,White,83.4
Mayven Doll,None,None,160,48,Female,White,6.6
Mazzaratie Monica,35,United States of America,157,86,None,None,1573579.4
Mazzy Grace,None,None,175,52,Female,White,69.6
Mckenzee Miles,37,None,163,50,None,None,848207.4
Mckenzie Lee,44,England,163,48,None,None,17668562.6
mckenzie sweet,43,None,168,55,None,None,1717855.0
Mea Melone,34,Czech Republic,163,51,None,None,22792319.6
Meana Wolf,None,None,152,52,Female,White|Asian,108.4
Meg Magic,28,Hungary,180,None,None,None,918869.8
megan coxxx,34,United Kingdom,178,61,None,None,1518748.8
Megan Foxx,35,United States of America,160,50,None,None,1306162.4
Megan Inky,None,None,160,33,Female,White,173.2
Megan Jones,39,United States of America,175,65,None,None,2518865.4
Megan Loxx,33,United States of America,170,57,None,None,1493456.6
Megan Martinez,40,Mexico,155,None,None,None,458466.2
Megan Marx,None,None,160,52,Female,White,83.0
megan monroe,39,United States of America,160,None,None,None,850556.4
Megan Pryce,34,United States of America,152,59,None,None,287619.8
Megan Rain,None,None,155,43,None,White,116.0
Megan Sage,27,United States of America,163,55,None,None,37552892.6
Megan Salinas,29,United States of America,157,45,None,None,18908947.6
Megan Vale,32,Russia,157,48,None,None,7414968.2
Megan Winters,24,United States of America,168,51,None,None,842229.2
meggan mallone,37,United States of America,173,45,None,None,1137982.0
